   Ordinate,   Date / Time,RSAC155 FLOW DWR-DMS-202112
------------------------------------------------------
Units, ,CFS
Type, ,PER-AVER
1800,03 Sep 94, 24:00,16500
1801,04 Sep 94, 24:00,16800
1802,05 Sep 94, 24:00,16900
1803,06 Sep 94, 24:00,16400
1804,07 Sep 94, 24:00,15900
1805,08 Sep 94, 24:00,15700
1806,09 Sep 94, 24:00,16200
1807,10 Sep 94, 24:00,15700
1808,11 Sep 94, 24:00,15600
1809,12 Sep 94, 24:00,15500
1810,13 Sep 94, 24:00,15200
1811,14 Sep 94, 24:00,15600
1812,15 Sep 94, 24:00,15100
1813,16 Sep 94, 24:00,14700
1814,17 Sep 94, 24:00,14400
1815,18 Sep 94, 24:00,14700
1816,19 Sep 94, 24:00,13800
1817,20 Sep 94, 24:00,13000
1818,21 Sep 94, 24:00,12700
1819,22 Sep 94, 24:00,12700
1820,23 Sep 94, 24:00,12900
1821,24 Sep 94, 24:00,12200
1822,25 Sep 94, 24:00,12300
1823,26 Sep 94, 24:00,12000
1824,27 Sep 94, 24:00,12200
1825,28 Sep 94, 24:00,12300
1826,29 Sep 94, 24:00,12000
1827,30 Sep 94, 24:00,11700
1828,01 Oct 94, 24:00,10900
1829,02 Oct 94, 24:00,10300
1830,03 Oct 94, 24:00,9550
1831,04 Oct 94, 24:00,9980
1832,05 Oct 94, 24:00,10600
1833,06 Oct 94, 24:00,9790
1834,07 Oct 94, 24:00,9550
1835,08 Oct 94, 24:00,9280
1836,09 Oct 94, 24:00,9000
1837,10 Oct 94, 24:00,8810
1838,11 Oct 94, 24:00,9410
1839,12 Oct 94, 24:00,8850
1840,13 Oct 94, 24:00,8690
1841,14 Oct 94, 24:00,8020
1842,15 Oct 94, 24:00,7830
1843,16 Oct 94, 24:00,7060
1844,17 Oct 94, 24:00,6960
1845,18 Oct 94, 24:00,6940
1846,19 Oct 94, 24:00,6930
1847,20 Oct 94, 24:00,7210
1848,21 Oct 94, 24:00,6970
1849,22 Oct 94, 24:00,6850
1850,23 Oct 94, 24:00,6740
1851,24 Oct 94, 24:00,6820
1852,25 Oct 94, 24:00,6970
1853,26 Oct 94, 24:00,7730
1854,27 Oct 94, 24:00,7780
1855,28 Oct 94, 24:00,8080
1856,29 Oct 94, 24:00,7580
1857,30 Oct 94, 24:00,7640
1858,31 Oct 94, 24:00,7090
1859,01 Nov 94, 24:00,7460
1860,02 Nov 94, 24:00,7720
1861,03 Nov 94, 24:00,7180
1862,04 Nov 94, 24:00,7780
1863,05 Nov 94, 24:00,8180
1864,06 Nov 94, 24:00,10500
1865,07 Nov 94, 24:00,10700
1866,08 Nov 94, 24:00,11300
1867,09 Nov 94, 24:00,11100
1868,10 Nov 94, 24:00,11900
1869,11 Nov 94, 24:00,11600
1870,12 Nov 94, 24:00,12000
1871,13 Nov 94, 24:00,11800
1872,14 Nov 94, 24:00,10900
1873,15 Nov 94, 24:00,9890
1874,16 Nov 94, 24:00,9980
1875,17 Nov 94, 24:00,9310
1876,18 Nov 94, 24:00,9830
1877,19 Nov 94, 24:00,8910
1878,20 Nov 94, 24:00,8730
1879,21 Nov 94, 24:00,8440
1880,22 Nov 94, 24:00,8260
1881,23 Nov 94, 24:00,8020
1882,24 Nov 94, 24:00,8020
1883,25 Nov 94, 24:00,8620
1884,26 Nov 94, 24:00,9790
1885,27 Nov 94, 24:00,9700
1886,28 Nov 94, 24:00,9350
1887,29 Nov 94, 24:00,9090
1888,30 Nov 94, 24:00,8600
1889,01 Dec 94, 24:00,8350
1890,02 Dec 94, 24:00,8550
1891,03 Dec 94, 24:00,9710
1892,04 Dec 94, 24:00,15400
1893,05 Dec 94, 24:00,28300
1894,06 Dec 94, 24:00,34600
1895,07 Dec 94, 24:00,28500
1896,08 Dec 94, 24:00,22300
1897,09 Dec 94, 24:00,18700
1898,10 Dec 94, 24:00,16000
1899,11 Dec 94, 24:00,14600
1900,12 Dec 94, 24:00,13900
1901,13 Dec 94, 24:00,14300
1902,14 Dec 94, 24:00,14500
1903,15 Dec 94, 24:00,17700
1904,16 Dec 94, 24:00,20000
1905,17 Dec 94, 24:00,20400
1906,18 Dec 94, 24:00,18600
1907,19 Dec 94, 24:00,17300
1908,20 Dec 94, 24:00,15500
1909,21 Dec 94, 24:00,15100
1910,22 Dec 94, 24:00,14100
1911,23 Dec 94, 24:00,13200
1912,24 Dec 94, 24:00,12800
1913,25 Dec 94, 24:00,13000
1914,26 Dec 94, 24:00,13300
1915,27 Dec 94, 24:00,13300
1916,28 Dec 94, 24:00,12700
1917,29 Dec 94, 24:00,12700
1918,30 Dec 94, 24:00,14700
1919,31 Dec 94, 24:00,15400
1920,01 Jan 95, 24:00,14300
1921,02 Jan 95, 24:00,13500
1922,03 Jan 95, 24:00,13400
1923,04 Jan 95, 24:00,14700
1924,05 Jan 95, 24:00,19900
1925,06 Jan 95, 24:00,28600
1926,07 Jan 95, 24:00,30300
1927,08 Jan 95, 24:00,33100
1928,09 Jan 95, 24:00,44200
1929,10 Jan 95, 24:00,66100
1930,11 Jan 95, 24:00,87900
1931,12 Jan 95, 24:00,95700
1932,13 Jan 95, 24:00,91100
1933,14 Jan 95, 24:00,85700
1934,15 Jan 95, 24:00,82400
1935,16 Jan 95, 24:00,80200
1936,17 Jan 95, 24:00,78100
1937,18 Jan 95, 24:00,76700
1938,19 Jan 95, 24:00,74400
1939,20 Jan 95, 24:00,72600
1940,21 Jan 95, 24:00,70500
1941,22 Jan 95, 24:00,69900
1942,23 Jan 95, 24:00,70600
1943,24 Jan 95, 24:00,70900
1944,25 Jan 95, 24:00,71900
1945,26 Jan 95, 24:00,73400
1946,27 Jan 95, 24:00,76600
1947,28 Jan 95, 24:00,91200
1948,29 Jan 95, 24:00,82600
1949,30 Jan 95, 24:00,74300
1950,31 Jan 95, 24:00,73700
1951,01 Feb 95, 24:00,70600
1952,02 Feb 95, 24:00,69400
1953,03 Feb 95, 24:00,75300
1954,04 Feb 95, 24:00,75200
1955,05 Feb 95, 24:00,74900
1956,06 Feb 95, 24:00,73400
1957,07 Feb 95, 24:00,71900
1958,08 Feb 95, 24:00,72200
1959,09 Feb 95, 24:00,71400
1960,10 Feb 95, 24:00,70600
1961,11 Feb 95, 24:00,68800
1962,12 Feb 95, 24:00,67200
1963,13 Feb 95, 24:00,65800
1964,14 Feb 95, 24:00,65200
1965,15 Feb 95, 24:00,64200
1966,16 Feb 95, 24:00,62700
1967,17 Feb 95, 24:00,60100
1968,18 Feb 95, 24:00,56200
1969,19 Feb 95, 24:00,51600
1970,20 Feb 95, 24:00,47800
1971,21 Feb 95, 24:00,44200
1972,22 Feb 95, 24:00,41700
1973,23 Feb 95, 24:00,38300
1974,24 Feb 95, 24:00,36700
1975,25 Feb 95, 24:00,34900
1976,26 Feb 95, 24:00,33800
1977,27 Feb 95, 24:00,32900
1978,28 Feb 95, 24:00,32100
1979,01 Mar 95, 24:00,31900
1980,02 Mar 95, 24:00,32000
1981,03 Mar 95, 24:00,34800
1982,04 Mar 95, 24:00,46700
1983,05 Mar 95, 24:00,53300
1984,06 Mar 95, 24:00,51200
1985,07 Mar 95, 24:00,46700
1986,08 Mar 95, 24:00,45400
1987,09 Mar 95, 24:00,49400
1988,10 Mar 95, 24:00,80100
1989,11 Mar 95, 24:00,99500
1990,12 Mar 95, 24:00,99500
1991,13 Mar 95, 24:00,96100
1992,14 Mar 95, 24:00,88100
1993,15 Mar 95, 24:00,85700
1994,16 Mar 95, 24:00,84400
1995,17 Mar 95, 24:00,84600
1996,18 Mar 95, 24:00,80700
1997,19 Mar 95, 24:00,80000
1998,20 Mar 95, 24:00,80300
1999,21 Mar 95, 24:00,83800
2000,22 Mar 95, 24:00,85400
2001,23 Mar 95, 24:00,87500
2002,24 Mar 95, 24:00,86700
2003,25 Mar 95, 24:00,85400
2004,26 Mar 95, 24:00,85500
2005,27 Mar 95, 24:00,82200
2006,28 Mar 95, 24:00,71700
2007,29 Mar 95, 24:00,70800
2008,30 Mar 95, 24:00,70900
2009,31 Mar 95, 24:00,69300
2010,01 Apr 95, 24:00,67300
2011,02 Apr 95, 24:00,65900
2012,03 Apr 95, 24:00,65300
2013,04 Apr 95, 24:00,62500
2014,05 Apr 95, 24:00,60300
2015,06 Apr 95, 24:00,60500
2016,07 Apr 95, 24:00,58200
2017,08 Apr 95, 24:00,58400
2018,09 Apr 95, 24:00,62400
2019,10 Apr 95, 24:00,65100
2020,11 Apr 95, 24:00,69600
2021,12 Apr 95, 24:00,71500
2022,13 Apr 95, 24:00,72000
2023,14 Apr 95, 24:00,71300
2024,15 Apr 95, 24:00,71000
2025,16 Apr 95, 24:00,70500
2026,17 Apr 95, 24:00,70700
2027,18 Apr 95, 24:00,70000
2028,19 Apr 95, 24:00,69300
2029,20 Apr 95, 24:00,67700
2030,21 Apr 95, 24:00,65800
2031,22 Apr 95, 24:00,62000
2032,23 Apr 95, 24:00,58300
2033,24 Apr 95, 24:00,54000
2034,25 Apr 95, 24:00,48900
2035,26 Apr 95, 24:00,44100
2036,27 Apr 95, 24:00,40700
2037,28 Apr 95, 24:00,38600
2038,29 Apr 95, 24:00,43300
2039,30 Apr 95, 24:00,57900
2040,01 May 95, 24:00,65900
2041,02 May 95, 24:00,78100
2042,03 May 95, 24:00,84100
2043,04 May 95, 24:00,85400
2044,05 May 95, 24:00,87900
2045,06 May 95, 24:00,88600
2046,07 May 95, 24:00,85400
2047,08 May 95, 24:00,84000
2048,09 May 95, 24:00,82100
2049,10 May 95, 24:00,79500
2050,11 May 95, 24:00,77100
2051,12 May 95, 24:00,76600
2052,13 May 95, 24:00,74100
2053,14 May 95, 24:00,72800
2054,15 May 95, 24:00,70600
2055,16 May 95, 24:00,67200
2056,17 May 95, 24:00,62300
2057,18 May 95, 24:00,56600
2058,19 May 95, 24:00,51900
2059,20 May 95, 24:00,47700
2060,21 May 95, 24:00,46500
2061,22 May 95, 24:00,43300
2062,23 May 95, 24:00,42900
2063,24 May 95, 24:00,41600
2064,25 May 95, 24:00,39900
2065,26 May 95, 24:00,41600
2066,27 May 95, 24:00,44200
2067,28 May 95, 24:00,44600
2068,29 May 95, 24:00,45500
2069,30 May 95, 24:00,45600
2070,31 May 95, 24:00,45000
2071,01 Jun 95, 24:00,44900
2072,02 Jun 95, 24:00,45300
2073,03 Jun 95, 24:00,45000
2074,04 Jun 95, 24:00,43800
2075,05 Jun 95, 24:00,43700
2076,06 Jun 95, 24:00,44300
2077,07 Jun 95, 24:00,43100
2078,08 Jun 95, 24:00,41200
2079,09 Jun 95, 24:00,39400
2080,10 Jun 95, 24:00,38500
2081,11 Jun 95, 24:00,36000
2082,12 Jun 95, 24:00,34600
2083,13 Jun 95, 24:00,34300
2084,14 Jun 95, 24:00,33800
2085,15 Jun 95, 24:00,34300
2086,16 Jun 95, 24:00,35600
2087,17 Jun 95, 24:00,40700
2088,18 Jun 95, 24:00,43900
2089,19 Jun 95, 24:00,42700
2090,20 Jun 95, 24:00,41700
2091,21 Jun 95, 24:00,40500
2092,22 Jun 95, 24:00,38100
2093,23 Jun 95, 24:00,37200
2094,24 Jun 95, 24:00,34200
2095,25 Jun 95, 24:00,33300
2096,26 Jun 95, 24:00,32900
2097,27 Jun 95, 24:00,34300
2098,28 Jun 95, 24:00,36900
2099,29 Jun 95, 24:00,37600
2100,30 Jun 95, 24:00,36900
2101,01 Jul 95, 24:00,36700
2102,02 Jul 95, 24:00,35000
2103,03 Jul 95, 24:00,34000
2104,04 Jul 95, 24:00,32600
2105,05 Jul 95, 24:00,31100
2106,06 Jul 95, 24:00,31000
2107,07 Jul 95, 24:00,30300
2108,08 Jul 95, 24:00,28200
2109,09 Jul 95, 24:00,25800
2110,10 Jul 95, 24:00,26900
2111,11 Jul 95, 24:00,28000
2112,12 Jul 95, 24:00,28100
2113,13 Jul 95, 24:00,26000
2114,14 Jul 95, 24:00,25200
2115,15 Jul 95, 24:00,24000
2116,16 Jul 95, 24:00,22200
2117,17 Jul 95, 24:00,28200
2118,18 Jul 95, 24:00,44500
2119,19 Jul 95, 24:00,43300
2120,20 Jul 95, 24:00,39100
2121,21 Jul 95, 24:00,36300
2122,22 Jul 95, 24:00,33200
2123,23 Jul 95, 24:00,30300
2124,24 Jul 95, 24:00,28700
2125,25 Jul 95, 24:00,25800
2126,26 Jul 95, 24:00,24800
2127,27 Jul 95, 24:00,23200
2128,28 Jul 95, 24:00,22200
2129,29 Jul 95, 24:00,21200
2130,30 Jul 95, 24:00,20800
2131,31 Jul 95, 24:00,19500
2132,01 Aug 95, 24:00,19000
2133,02 Aug 95, 24:00,19900
2134,03 Aug 95, 24:00,19100
2135,04 Aug 95, 24:00,19200
2136,05 Aug 95, 24:00,19800
2137,06 Aug 95, 24:00,18600
2138,07 Aug 95, 24:00,17300
2139,08 Aug 95, 24:00,17400
2140,09 Aug 95, 24:00,18600
2141,10 Aug 95, 24:00,17500
2142,11 Aug 95, 24:00,18900
2143,12 Aug 95, 24:00,18600
2144,13 Aug 95, 24:00,17900
2145,14 Aug 95, 24:00,16000
2146,15 Aug 95, 24:00,16800
2147,16 Aug 95, 24:00,16700
2148,17 Aug 95, 24:00,19600
2149,18 Aug 95, 24:00,18200
2150,19 Aug 95, 24:00,18000
2151,20 Aug 95, 24:00,19000
2152,21 Aug 95, 24:00,18000
2153,22 Aug 95, 24:00,18800
2154,23 Aug 95, 24:00,18700
2155,24 Aug 95, 24:00,19900
2156,25 Aug 95, 24:00,19600
2157,26 Aug 95, 24:00,19800
2158,27 Aug 95, 24:00,19800
2159,28 Aug 95, 24:00,19100
2160,29 Aug 95, 24:00,19800
2161,30 Aug 95, 24:00,20100
2162,31 Aug 95, 24:00,20500
2163,01 Sep 95, 24:00,20800
2164,02 Sep 95, 24:00,21500
2165,03 Sep 95, 24:00,21700
2166,04 Sep 95, 24:00,21500
2167,05 Sep 95, 24:00,21500
2168,06 Sep 95, 24:00,21500
2169,07 Sep 95, 24:00,21900
2170,08 Sep 95, 24:00,21900
2171,09 Sep 95, 24:00,22800
2172,10 Sep 95, 24:00,23600
2173,11 Sep 95, 24:00,23200
2174,12 Sep 95, 24:00,23400
2175,13 Sep 95, 24:00,23900
2176,14 Sep 95, 24:00,24500
2177,15 Sep 95, 24:00,24500
2178,16 Sep 95, 24:00,24500
2179,17 Sep 95, 24:00,25100
2180,18 Sep 95, 24:00,25100
2181,19 Sep 95, 24:00,24800
2182,20 Sep 95, 24:00,24500
2183,21 Sep 95, 24:00,24200
2184,22 Sep 95, 24:00,24300
2185,23 Sep 95, 24:00,24600
2186,24 Sep 95, 24:00,24300
2187,25 Sep 95, 24:00,23900
2188,26 Sep 95, 24:00,22900
2189,27 Sep 95, 24:00,22800
2190,28 Sep 95, 24:00,23100
2191,29 Sep 95, 24:00,22800
2192,30 Sep 95, 24:00,23000
2193,01 Oct 95, 24:00,23600
2194,02 Oct 95, 24:00,23500
2195,03 Oct 95, 24:00,22700
2196,04 Oct 95, 24:00,21700
2197,05 Oct 95, 24:00,20400
2198,06 Oct 95, 24:00,19600
2199,07 Oct 95, 24:00,18000
2200,08 Oct 95, 24:00,16200
2201,09 Oct 95, 24:00,14500
2202,10 Oct 95, 24:00,13200
2203,11 Oct 95, 24:00,12400
2204,12 Oct 95, 24:00,13000
2205,13 Oct 95, 24:00,12400
2206,14 Oct 95, 24:00,12000
2207,15 Oct 95, 24:00,11700
2208,16 Oct 95, 24:00,12400
2209,17 Oct 95, 24:00,12000
2210,18 Oct 95, 24:00,12000
2211,19 Oct 95, 24:00,11700
2212,20 Oct 95, 24:00,11500
2213,21 Oct 95, 24:00,11400
2214,22 Oct 95, 24:00,11200
2215,23 Oct 95, 24:00,10900
2216,24 Oct 95, 24:00,11000
2217,25 Oct 95, 24:00,10800
2218,26 Oct 95, 24:00,11100
2219,27 Oct 95, 24:00,11100
2220,28 Oct 95, 24:00,11200
2221,29 Oct 95, 24:00,11400
2222,30 Oct 95, 24:00,11600
2223,31 Oct 95, 24:00,12300
2224,01 Nov 95, 24:00,12300
2225,02 Nov 95, 24:00,11900
2226,03 Nov 95, 24:00,11900
2227,04 Nov 95, 24:00,11500
2228,05 Nov 95, 24:00,11400
2229,06 Nov 95, 24:00,12000
2230,07 Nov 95, 24:00,12200
2231,08 Nov 95, 24:00,12400
2232,09 Nov 95, 24:00,12700
2233,10 Nov 95, 24:00,13200
2234,11 Nov 95, 24:00,13200
2235,12 Nov 95, 24:00,13000
2236,13 Nov 95, 24:00,13000
2237,14 Nov 95, 24:00,12800
2238,15 Nov 95, 24:00,13000
2239,16 Nov 95, 24:00,13200
2240,17 Nov 95, 24:00,12900
2241,18 Nov 95, 24:00,12800
2242,19 Nov 95, 24:00,13000
2243,20 Nov 95, 24:00,13000
2244,21 Nov 95, 24:00,13000
2245,22 Nov 95, 24:00,13100
2246,23 Nov 95, 24:00,13000
2247,24 Nov 95, 24:00,12900
2248,25 Nov 95, 24:00,12000
2249,26 Nov 95, 24:00,12600
2250,27 Nov 95, 24:00,12400
2251,28 Nov 95, 24:00,12500
2252,29 Nov 95, 24:00,12600
2253,30 Nov 95, 24:00,12800
2254,01 Dec 95, 24:00,13000
2255,02 Dec 95, 24:00,13200
2256,03 Dec 95, 24:00,13200
2257,04 Dec 95, 24:00,12900
2258,05 Dec 95, 24:00,12400
2259,06 Dec 95, 24:00,12800
2260,07 Dec 95, 24:00,13200
2261,08 Dec 95, 24:00,13300
2262,09 Dec 95, 24:00,13500
2263,10 Dec 95, 24:00,13300
2264,11 Dec 95, 24:00,15000
2265,12 Dec 95, 24:00,18000
2266,13 Dec 95, 24:00,25700
2267,14 Dec 95, 24:00,39400
2268,15 Dec 95, 24:00,43100
2269,16 Dec 95, 24:00,42100
2270,17 Dec 95, 24:00,44800
2271,18 Dec 95, 24:00,45600
2272,19 Dec 95, 24:00,42900
2273,20 Dec 95, 24:00,38600
2274,21 Dec 95, 24:00,34500
2275,22 Dec 95, 24:00,31300
2276,23 Dec 95, 24:00,28800
2277,24 Dec 95, 24:00,26400
2278,25 Dec 95, 24:00,24500
2279,26 Dec 95, 24:00,23100
2280,27 Dec 95, 24:00,22500
2281,28 Dec 95, 24:00,21700
2282,29 Dec 95, 24:00,20400
2283,30 Dec 95, 24:00,20300
2284,31 Dec 95, 24:00,22200
2285,01 Jan 96, 24:00,27500
2286,02 Jan 96, 24:00,28000
2287,03 Jan 96, 24:00,26000
2288,04 Jan 96, 24:00,23900
2289,05 Jan 96, 24:00,22100
2290,06 Jan 96, 24:00,20700
2291,07 Jan 96, 24:00,19800
2292,08 Jan 96, 24:00,19200
2293,09 Jan 96, 24:00,18600
2294,10 Jan 96, 24:00,18200
2295,11 Jan 96, 24:00,17700
2296,12 Jan 96, 24:00,17500
2297,13 Jan 96, 24:00,17400
2298,14 Jan 96, 24:00,16900
2299,15 Jan 96, 24:00,16500
2300,16 Jan 96, 24:00,16300
2301,17 Jan 96, 24:00,20400
2302,18 Jan 96, 24:00,30800
2303,19 Jan 96, 24:00,37600
2304,20 Jan 96, 24:00,41000
2305,21 Jan 96, 24:00,44100
2306,22 Jan 96, 24:00,47200
2307,23 Jan 96, 24:00,48700
2308,24 Jan 96, 24:00,47600
2309,25 Jan 96, 24:00,47800
2310,26 Jan 96, 24:00,49000
2311,27 Jan 96, 24:00,49200
2312,28 Jan 96, 24:00,52100
2313,29 Jan 96, 24:00,55500
2314,30 Jan 96, 24:00,59200
2315,31 Jan 96, 24:00,62400
2316,01 Feb 96, 24:00,62900
2317,02 Feb 96, 24:00,61800
2318,03 Feb 96, 24:00,60700
2319,04 Feb 96, 24:00,60700
2320,05 Feb 96, 24:00,72700
2321,06 Feb 96, 24:00,84400
2322,07 Feb 96, 24:00,87900
2323,08 Feb 96, 24:00,85100
2324,09 Feb 96, 24:00,80600
2325,10 Feb 96, 24:00,77900
2326,11 Feb 96, 24:00,74100
2327,12 Feb 96, 24:00,71300
2328,13 Feb 96, 24:00,70300
2329,14 Feb 96, 24:00,70000
2330,15 Feb 96, 24:00,69100
2331,16 Feb 96, 24:00,68700
2332,17 Feb 96, 24:00,69900
2333,18 Feb 96, 24:00,71400
2334,19 Feb 96, 24:00,75200
2335,20 Feb 96, 24:00,82100
2336,21 Feb 96, 24:00,86200
2337,22 Feb 96, 24:00,87800
2338,23 Feb 96, 24:00,86800
2339,24 Feb 96, 24:00,84000
2340,25 Feb 96, 24:00,81800
2341,26 Feb 96, 24:00,78900
2342,27 Feb 96, 24:00,75700
2343,28 Feb 96, 24:00,73300
2344,29 Feb 96, 24:00,71600
2345,01 Mar 96, 24:00,70200
2346,02 Mar 96, 24:00,69300
2347,03 Mar 96, 24:00,69000
2348,04 Mar 96, 24:00,68200
2349,05 Mar 96, 24:00,68300
2350,06 Mar 96, 24:00,68200
2351,07 Mar 96, 24:00,67200
2352,08 Mar 96, 24:00,66000
2353,09 Mar 96, 24:00,65400
2354,10 Mar 96, 24:00,64600
2355,11 Mar 96, 24:00,64200
2356,12 Mar 96, 24:00,65500
2357,13 Mar 96, 24:00,66200
2358,14 Mar 96, 24:00,65500
2359,15 Mar 96, 24:00,64600
2360,16 Mar 96, 24:00,63900
2361,17 Mar 96, 24:00,63200
2362,18 Mar 96, 24:00,61800
2363,19 Mar 96, 24:00,59300
2364,20 Mar 96, 24:00,56400
2365,21 Mar 96, 24:00,53300
2366,22 Mar 96, 24:00,49900
2367,23 Mar 96, 24:00,46600
2368,24 Mar 96, 24:00,42800
2369,25 Mar 96, 24:00,39900
2370,26 Mar 96, 24:00,37400
2371,27 Mar 96, 24:00,34900
2372,28 Mar 96, 24:00,33500
2373,29 Mar 96, 24:00,32800
2374,30 Mar 96, 24:00,32700
2375,31 Mar 96, 24:00,32500
2376,01 Apr 96, 24:00,32900
2377,02 Apr 96, 24:00,35000
2378,03 Apr 96, 24:00,44200
2379,04 Apr 96, 24:00,45300
2380,05 Apr 96, 24:00,43500
2381,06 Apr 96, 24:00,41200
2382,07 Apr 96, 24:00,39300
2383,08 Apr 96, 24:00,37500
2384,09 Apr 96, 24:00,36700
2385,10 Apr 96, 24:00,35500
2386,11 Apr 96, 24:00,34800
2387,12 Apr 96, 24:00,34600
2388,13 Apr 96, 24:00,34400
2389,14 Apr 96, 24:00,34100
2390,15 Apr 96, 24:00,33300
2391,16 Apr 96, 24:00,35200
2392,17 Apr 96, 24:00,37500
2393,18 Apr 96, 24:00,40300
2394,19 Apr 96, 24:00,42500
2395,20 Apr 96, 24:00,42800
2396,21 Apr 96, 24:00,41100
2397,22 Apr 96, 24:00,38200
2398,23 Apr 96, 24:00,35300
2399,24 Apr 96, 24:00,33700
2400,25 Apr 96, 24:00,31400
2401,26 Apr 96, 24:00,29000
2402,27 Apr 96, 24:00,28400
2403,28 Apr 96, 24:00,27600
2404,29 Apr 96, 24:00,27400
2405,30 Apr 96, 24:00,26800
2406,01 May 96, 24:00,26000
2407,02 May 96, 24:00,24900
2408,03 May 96, 24:00,24500
2409,04 May 96, 24:00,25900
2410,05 May 96, 24:00,26000
2411,06 May 96, 24:00,24800
2412,07 May 96, 24:00,22200
2413,08 May 96, 24:00,20200
2414,09 May 96, 24:00,18900
2415,10 May 96, 24:00,17500
2416,11 May 96, 24:00,16300
2417,12 May 96, 24:00,16000
2418,13 May 96, 24:00,16300
2419,14 May 96, 24:00,16600
2420,15 May 96, 24:00,17400
2421,16 May 96, 24:00,24600
2422,17 May 96, 24:00,63500
2423,18 May 96, 24:00,73600
2424,19 May 96, 24:00,77200
2425,20 May 96, 24:00,77000
2426,21 May 96, 24:00,73200
2427,22 May 96, 24:00,69100
2428,23 May 96, 24:00,65600
2429,24 May 96, 24:00,64100
2430,25 May 96, 24:00,63500
2431,26 May 96, 24:00,59500
2432,27 May 96, 24:00,53400
2433,28 May 96, 24:00,47100
2434,29 May 96, 24:00,42900
2435,30 May 96, 24:00,39200
2436,31 May 96, 24:00,36500
2437,01 Jun 96, 24:00,34700
2438,02 Jun 96, 24:00,32600
2439,03 Jun 96, 24:00,31400
2440,04 Jun 96, 24:00,31300
2441,05 Jun 96, 24:00,30000
2442,06 Jun 96, 24:00,29500
2443,07 Jun 96, 24:00,28800
2444,08 Jun 96, 24:00,28200
2445,09 Jun 96, 24:00,27600
2446,10 Jun 96, 24:00,26900
2447,11 Jun 96, 24:00,26100
2448,12 Jun 96, 24:00,25200
2449,13 Jun 96, 24:00,23800
2450,14 Jun 96, 24:00,23200
2451,15 Jun 96, 24:00,21700
2452,16 Jun 96, 24:00,20000
2453,17 Jun 96, 24:00,20100
2454,18 Jun 96, 24:00,19800
2455,19 Jun 96, 24:00,19700
2456,20 Jun 96, 24:00,19000
2457,21 Jun 96, 24:00,18600
2458,22 Jun 96, 24:00,18300
2459,23 Jun 96, 24:00,18300
2460,24 Jun 96, 24:00,18500
2461,25 Jun 96, 24:00,19000
2462,26 Jun 96, 24:00,18500
2463,27 Jun 96, 24:00,18800
2464,28 Jun 96, 24:00,18200
2465,29 Jun 96, 24:00,18500
2466,30 Jun 96, 24:00,19700
2467,01 Jul 96, 24:00,20600
2468,02 Jul 96, 24:00,21500
2469,03 Jul 96, 24:00,21900
2470,04 Jul 96, 24:00,22200
2471,05 Jul 96, 24:00,22100
2472,06 Jul 96, 24:00,21700
2473,07 Jul 96, 24:00,20600
2474,08 Jul 96, 24:00,20700
2475,09 Jul 96, 24:00,21100
2476,10 Jul 96, 24:00,21000
2477,11 Jul 96, 24:00,20800
2478,12 Jul 96, 24:00,20700
2479,13 Jul 96, 24:00,20700
2480,14 Jul 96, 24:00,20700
2481,15 Jul 96, 24:00,20800
2482,16 Jul 96, 24:00,20700
2483,17 Jul 96, 24:00,20200
2484,18 Jul 96, 24:00,20400
2485,19 Jul 96, 24:00,20100
2486,20 Jul 96, 24:00,19900
2487,21 Jul 96, 24:00,19600
2488,22 Jul 96, 24:00,20000
2489,23 Jul 96, 24:00,20400
2490,24 Jul 96, 24:00,20400
2491,25 Jul 96, 24:00,20400
2492,26 Jul 96, 24:00,20200
2493,27 Jul 96, 24:00,20200
2494,28 Jul 96, 24:00,20000
2495,29 Jul 96, 24:00,19800
2496,30 Jul 96, 24:00,20600
2497,31 Jul 96, 24:00,21200
2498,01 Aug 96, 24:00,20800
2499,02 Aug 96, 24:00,20600
2500,03 Aug 96, 24:00,20600
2501,04 Aug 96, 24:00,20800
2502,05 Aug 96, 24:00,20500
2503,06 Aug 96, 24:00,20700
2504,07 Aug 96, 24:00,20300
2505,08 Aug 96, 24:00,20600
2506,09 Aug 96, 24:00,20900
2507,10 Aug 96, 24:00,20800
2508,11 Aug 96, 24:00,21100
2509,12 Aug 96, 24:00,21800
2510,13 Aug 96, 24:00,22700
2511,14 Aug 96, 24:00,23200
2512,15 Aug 96, 24:00,23200
2513,16 Aug 96, 24:00,22300
2514,17 Aug 96, 24:00,21900
2515,18 Aug 96, 24:00,21400
2516,19 Aug 96, 24:00,20700
2517,20 Aug 96, 24:00,20600
2518,21 Aug 96, 24:00,20400
2519,22 Aug 96, 24:00,20900
2520,23 Aug 96, 24:00,21600
2521,24 Aug 96, 24:00,21800
2522,25 Aug 96, 24:00,22000
2523,26 Aug 96, 24:00,21700
2524,27 Aug 96, 24:00,21700
2525,28 Aug 96, 24:00,21500
2526,29 Aug 96, 24:00,21500
2527,30 Aug 96, 24:00,21000
2528,31 Aug 96, 24:00,20800
2529,01 Sep 96, 24:00,20400
2530,02 Sep 96, 24:00,20200
2531,03 Sep 96, 24:00,20600
2532,04 Sep 96, 24:00,21200
2533,05 Sep 96, 24:00,21600
2534,06 Sep 96, 24:00,21100
2535,07 Sep 96, 24:00,20800
2536,08 Sep 96, 24:00,19900
2537,09 Sep 96, 24:00,19100
2538,10 Sep 96, 24:00,18700
