   Ordinate,   Date / Time,RSAC155 FLOW DWR-DMS-202112
------------------------------------------------------
Units, ,CFS
Type, ,PER-AVER
5980,12 Feb 06, 24:00,63551
5981,13 Feb 06, 24:00,57118
5982,14 Feb 06, 24:00,52041
5983,15 Feb 06, 24:00,47667
5984,16 Feb 06, 24:00,43622
5985,17 Feb 06, 24:00,41286
5986,18 Feb 06, 24:00,38600
5987,19 Feb 06, 24:00,36400
5988,20 Feb 06, 24:00,34200
5989,21 Feb 06, 24:00,32465
5990,22 Feb 06, 24:00,31174
5991,23 Feb 06, 24:00,29773
5992,24 Feb 06, 24:00,30350
5993,25 Feb 06, 24:00,32501
5994,26 Feb 06, 24:00,33457
5995,27 Feb 06, 24:00,34284
5996,28 Feb 06, 24:00,41700
5997,01 Mar 06, 24:00,57596
5998,02 Mar 06, 24:00,69201
5999,03 Mar 06, 24:00,70360
6000,04 Mar 06, 24:00,69777
6001,05 Mar 06, 24:00,67943
6002,06 Mar 06, 24:00,69890
6003,07 Mar 06, 24:00,70331
6004,08 Mar 06, 24:00,71000
6005,09 Mar 06, 24:00,71500
6006,10 Mar 06, 24:00,70400
6007,11 Mar 06, 24:00,68800
6008,12 Mar 06, 24:00,67500
6009,13 Mar 06, 24:00,68000
6010,14 Mar 06, 24:00,68500
6011,15 Mar 06, 24:00,68213
6012,16 Mar 06, 24:00,68141
6013,17 Mar 06, 24:00,66798
6014,18 Mar 06, 24:00,66306
6015,19 Mar 06, 24:00,65806
6016,20 Mar 06, 24:00,67098
6017,21 Mar 06, 24:00,67413
6018,22 Mar 06, 24:00,66459
6019,23 Mar 06, 24:00,65878
6020,24 Mar 06, 24:00,66560
6021,25 Mar 06, 24:00,67092
6022,26 Mar 06, 24:00,69056
6023,27 Mar 06, 24:00,70088
6024,28 Mar 06, 24:00,69322
6025,29 Mar 06, 24:00,69679
6026,30 Mar 06, 24:00,69780
6027,31 Mar 06, 24:00,70524
6028,01 Apr 06, 24:00,73139
6029,02 Apr 06, 24:00,74312
6030,03 Apr 06, 24:00,75892
6031,04 Apr 06, 24:00,86624
6032,05 Apr 06, 24:00,92790
6033,06 Apr 06, 24:00,91894
6034,07 Apr 06, 24:00,87870
6035,08 Apr 06, 24:00,85075
6036,09 Apr 06, 24:00,84000
6037,10 Apr 06, 24:00,82000
6038,11 Apr 06, 24:00,80169
6039,12 Apr 06, 24:00,80060
6040,13 Apr 06, 24:00,78920
6041,14 Apr 06, 24:00,80022
6042,15 Apr 06, 24:00,80968
6043,16 Apr 06, 24:00,82000
6044,17 Apr 06, 24:00,82500
6045,18 Apr 06, 24:00,81000
6046,19 Apr 06, 24:00,78756
6047,20 Apr 06, 24:00,75225
6048,21 Apr 06, 24:00,73302
6049,22 Apr 06, 24:00,72759
6050,23 Apr 06, 24:00,71638
6051,24 Apr 06, 24:00,72095
6052,25 Apr 06, 24:00,71555
6053,26 Apr 06, 24:00,71805
6054,27 Apr 06, 24:00,70585
6055,28 Apr 06, 24:00,71658
6056,29 Apr 06, 24:00,71066
6057,30 Apr 06, 24:00,70770
6058,01 May 06, 24:00,71430
6059,02 May 06, 24:00,71430
6060,03 May 06, 24:00,70675
6061,04 May 06, 24:00,70304
6062,05 May 06, 24:00,69287
6063,06 May 06, 24:00,67735
6064,07 May 06, 24:00,64830
6065,08 May 06, 24:00,61017
6066,09 May 06, 24:00,57296
6067,10 May 06, 24:00,56354
6068,11 May 06, 24:00,57005
6069,12 May 06, 24:00,56854
6070,13 May 06, 24:00,56432
6071,14 May 06, 24:00,55635
6072,15 May 06, 24:00,55100
6073,16 May 06, 24:00,53687
6074,17 May 06, 24:00,51540
6075,18 May 06, 24:00,50720
6076,19 May 06, 24:00,49583
6077,20 May 06, 24:00,48797
6078,21 May 06, 24:00,49196
6079,22 May 06, 24:00,48731
6080,23 May 06, 24:00,47119
6081,24 May 06, 24:00,46509
6082,25 May 06, 24:00,44025
6083,26 May 06, 24:00,40432
6084,27 May 06, 24:00,37326
6085,28 May 06, 24:00,34697
6086,29 May 06, 24:00,32311
6087,30 May 06, 24:00,30858
6088,31 May 06, 24:00,30021
6089,01 Jun 06, 24:00,30021
6090,02 Jun 06, 24:00,29466
6091,03 Jun 06, 24:00,29266
6092,04 Jun 06, 24:00,30043
6093,05 Jun 06, 24:00,31923
6094,06 Jun 06, 24:00,32550
6095,07 Jun 06, 24:00,33562
6096,08 Jun 06, 24:00,34163
6097,09 Jun 06, 24:00,33123
6098,10 Jun 06, 24:00,31999
6099,11 Jun 06, 24:00,30549
6100,12 Jun 06, 24:00,29964
6101,13 Jun 06, 24:00,29810
6102,14 Jun 06, 24:00,30000
6103,15 Jun 06, 24:00,30950
6104,16 Jun 06, 24:00,30935
6105,17 Jun 06, 24:00,30998
6106,18 Jun 06, 24:00,30864
6107,19 Jun 06, 24:00,30000
6108,20 Jun 06, 24:00,28500
6109,21 Jun 06, 24:00,26500
6110,22 Jun 06, 24:00,25900
6111,23 Jun 06, 24:00,24318
6112,24 Jun 06, 24:00,23672
6113,25 Jun 06, 24:00,23339
6114,26 Jun 06, 24:00,23461
6115,27 Jun 06, 24:00,22794
6116,28 Jun 06, 24:00,23443
6117,29 Jun 06, 24:00,23646
6118,30 Jun 06, 24:00,22320
6119,01 Jul 06, 24:00,22486
6120,02 Jul 06, 24:00,21814
6121,03 Jul 06, 24:00,21553
6122,04 Jul 06, 24:00,21173
6123,05 Jul 06, 24:00,20567
6124,06 Jul 06, 24:00,20664
6125,07 Jul 06, 24:00,20493
6126,08 Jul 06, 24:00,20403
6127,09 Jul 06, 24:00,19953
6128,10 Jul 06, 24:00,18988
6129,11 Jul 06, 24:00,17575
6130,12 Jul 06, 24:00,17250
6131,13 Jul 06, 24:00,17444
6132,14 Jul 06, 24:00,16941
6133,15 Jul 06, 24:00,17715
6134,16 Jul 06, 24:00,18060
6135,17 Jul 06, 24:00,18388
6136,18 Jul 06, 24:00,18641
6137,19 Jul 06, 24:00,19017
6138,20 Jul 06, 24:00,19500
6139,21 Jul 06, 24:00,20000
6140,22 Jul 06, 24:00,20203
6141,23 Jul 06, 24:00,20361
6142,24 Jul 06, 24:00,21125
6143,25 Jul 06, 24:00,21546
6144,26 Jul 06, 24:00,21503
6145,27 Jul 06, 24:00,21415
6146,28 Jul 06, 24:00,20913
6147,29 Jul 06, 24:00,20122
6148,30 Jul 06, 24:00,20209
6149,31 Jul 06, 24:00,20457
6150,01 Aug 06, 24:00,22169
6151,02 Aug 06, 24:00,22161
6152,03 Aug 06, 24:00,21769
6153,04 Aug 06, 24:00,20253
6154,05 Aug 06, 24:00,19725
6155,06 Aug 06, 24:00,19525
6156,07 Aug 06, 24:00,18580
6157,08 Aug 06, 24:00,19021
6158,09 Aug 06, 24:00,18982
6159,10 Aug 06, 24:00,19166
6160,11 Aug 06, 24:00,18885
6161,12 Aug 06, 24:00,19003
6162,13 Aug 06, 24:00,19045
6163,14 Aug 06, 24:00,18492
6164,15 Aug 06, 24:00,18529
6165,16 Aug 06, 24:00,18511
6166,17 Aug 06, 24:00,18600
6167,18 Aug 06, 24:00,18600
6168,19 Aug 06, 24:00,18600
6169,20 Aug 06, 24:00,18600
6170,21 Aug 06, 24:00,19000
6171,22 Aug 06, 24:00,19435
6172,23 Aug 06, 24:00,19705
6173,24 Aug 06, 24:00,19611
6174,25 Aug 06, 24:00,19368
6175,26 Aug 06, 24:00,19201
6176,27 Aug 06, 24:00,18908
6177,28 Aug 06, 24:00,18534
6178,29 Aug 06, 24:00,17891
6179,30 Aug 06, 24:00,17815
6180,31 Aug 06, 24:00,18210
6181,01 Sep 06, 24:00,18159
6182,02 Sep 06, 24:00,18196
6183,03 Sep 06, 24:00,18306
6184,04 Sep 06, 24:00,18390
6185,05 Sep 06, 24:00,18635
6186,06 Sep 06, 24:00,18400
6187,07 Sep 06, 24:00,18514
6188,08 Sep 06, 24:00,18269
6189,09 Sep 06, 24:00,19338
6190,10 Sep 06, 24:00,19509
6191,11 Sep 06, 24:00,19600
6192,12 Sep 06, 24:00,19600
6193,13 Sep 06, 24:00,19681
6194,14 Sep 06, 24:00,19500
6195,15 Sep 06, 24:00,20516
6196,16 Sep 06, 24:00,20138
6197,17 Sep 06, 24:00,20136
6198,18 Sep 06, 24:00,19942
6199,19 Sep 06, 24:00,19955
6200,20 Sep 06, 24:00,19650
6201,21 Sep 06, 24:00,19053
6202,22 Sep 06, 24:00,18610
6203,23 Sep 06, 24:00,17981
6204,24 Sep 06, 24:00,17600
6205,25 Sep 06, 24:00,17286
6206,26 Sep 06, 24:00,16938
6207,27 Sep 06, 24:00,16693
6208,28 Sep 06, 24:00,16081
6209,29 Sep 06, 24:00,15600
6210,30 Sep 06, 24:00,15100
6211,01 Oct 06, 24:00,15000
6212,02 Oct 06, 24:00,14500
6213,03 Oct 06, 24:00,14100
6214,04 Oct 06, 24:00,14500
6215,05 Oct 06, 24:00,14350
6216,06 Oct 06, 24:00,14100
6217,07 Oct 06, 24:00,14200
6218,08 Oct 06, 24:00,13700
6219,09 Oct 06, 24:00,13550
6220,10 Oct 06, 24:00,13350
6221,11 Oct 06, 24:00,13500
6222,12 Oct 06, 24:00,12800
6223,13 Oct 06, 24:00,12600
6224,14 Oct 06, 24:00,12447
6225,15 Oct 06, 24:00,11796
6226,16 Oct 06, 24:00,11542
6227,17 Oct 06, 24:00,11750
6228,18 Oct 06, 24:00,11250
6229,19 Oct 06, 24:00,10975
6230,20 Oct 06, 24:00,10759
6231,21 Oct 06, 24:00,10778
6232,22 Oct 06, 24:00,10617
6233,23 Oct 06, 24:00,10456
6234,24 Oct 06, 24:00,10508
6235,25 Oct 06, 24:00,11190
6236,26 Oct 06, 24:00,10426
6237,27 Oct 06, 24:00,10223
6238,28 Oct 06, 24:00,10017
6239,29 Oct 06, 24:00,9889
6240,30 Oct 06, 24:00,10630
6241,31 Oct 06, 24:00,10500
6242,01 Nov 06, 24:00,9792
6243,02 Nov 06, 24:00,9805
6244,03 Nov 06, 24:00,10384
6245,04 Nov 06, 24:00,10681
6246,05 Nov 06, 24:00,10546
6247,06 Nov 06, 24:00,10863
6248,07 Nov 06, 24:00,10613
6249,08 Nov 06, 24:00,10458
6250,09 Nov 06, 24:00,11308
6251,10 Nov 06, 24:00,11253
6252,11 Nov 06, 24:00,11399
6253,12 Nov 06, 24:00,11537
6254,13 Nov 06, 24:00,11647
6255,14 Nov 06, 24:00,12309
6256,15 Nov 06, 24:00,12901
6257,16 Nov 06, 24:00,13122
6258,17 Nov 06, 24:00,13384
6259,18 Nov 06, 24:00,13135
6260,19 Nov 06, 24:00,12694
6261,20 Nov 06, 24:00,12536
6262,21 Nov 06, 24:00,12143
6263,22 Nov 06, 24:00,12311
6264,23 Nov 06, 24:00,12627
6265,24 Nov 06, 24:00,12700
6266,25 Nov 06, 24:00,12963
6267,26 Nov 06, 24:00,13100
6268,27 Nov 06, 24:00,13151
6269,28 Nov 06, 24:00,13500
6270,29 Nov 06, 24:00,13600
6271,30 Nov 06, 24:00,13400
6272,01 Dec 06, 24:00,13400
6273,02 Dec 06, 24:00,12216
6274,03 Dec 06, 24:00,12053
6275,04 Dec 06, 24:00,11644
6276,05 Dec 06, 24:00,11658
6277,06 Dec 06, 24:00,11774
6278,07 Dec 06, 24:00,12017
6279,08 Dec 06, 24:00,11661
6280,09 Dec 06, 24:00,12861
6281,10 Dec 06, 24:00,15207
6282,11 Dec 06, 24:00,15359
6283,12 Dec 06, 24:00,16293
6284,13 Dec 06, 24:00,17745
6285,14 Dec 06, 24:00,19440
6286,15 Dec 06, 24:00,23411
6287,16 Dec 06, 24:00,25747
6288,17 Dec 06, 24:00,24747
6289,18 Dec 06, 24:00,22600
6290,19 Dec 06, 24:00,20100
6291,20 Dec 06, 24:00,17835
6292,21 Dec 06, 24:00,16619
6293,22 Dec 06, 24:00,16588
6294,23 Dec 06, 24:00,16570
6295,24 Dec 06, 24:00,16517
6296,25 Dec 06, 24:00,16180
6297,26 Dec 06, 24:00,15229
6298,27 Dec 06, 24:00,16756
6299,28 Dec 06, 24:00,20349
6300,29 Dec 06, 24:00,27265
6301,30 Dec 06, 24:00,26533
6302,31 Dec 06, 24:00,22741
6303,01 Jan 07, 24:00,19807
6304,02 Jan 07, 24:00,18167
6305,03 Jan 07, 24:00,16844
6306,04 Jan 07, 24:00,16355
6307,05 Jan 07, 24:00,17227
6308,06 Jan 07, 24:00,17211
6309,07 Jan 07, 24:00,17930
6310,08 Jan 07, 24:00,17130
6311,09 Jan 07, 24:00,16132
6312,10 Jan 07, 24:00,15273
6313,11 Jan 07, 24:00,14985
6314,12 Jan 07, 24:00,14560
6315,13 Jan 07, 24:00,13500
6316,14 Jan 07, 24:00,12872
6317,15 Jan 07, 24:00,13000
6318,16 Jan 07, 24:00,12900
6319,17 Jan 07, 24:00,12036
6320,18 Jan 07, 24:00,12444
6321,19 Jan 07, 24:00,12257
6322,20 Jan 07, 24:00,12258
6323,21 Jan 07, 24:00,12269
6324,22 Jan 07, 24:00,11825
6325,23 Jan 07, 24:00,11721
6326,24 Jan 07, 24:00,11554
6327,25 Jan 07, 24:00,11307
6328,26 Jan 07, 24:00,11032
6329,27 Jan 07, 24:00,10978
6330,28 Jan 07, 24:00,10936
6331,29 Jan 07, 24:00,11332
6332,30 Jan 07, 24:00,12003
6333,31 Jan 07, 24:00,13329
6334,01 Feb 07, 24:00,13329
6335,02 Feb 07, 24:00,13781
6336,03 Feb 07, 24:00,13563
6337,04 Feb 07, 24:00,13159
6338,05 Feb 07, 24:00,12886
6339,06 Feb 07, 24:00,12700
6340,07 Feb 07, 24:00,13434
6341,08 Feb 07, 24:00,14086
6342,09 Feb 07, 24:00,15167
6343,10 Feb 07, 24:00,17823
6344,11 Feb 07, 24:00,29182
6345,12 Feb 07, 24:00,42006
6346,13 Feb 07, 24:00,42002
6347,14 Feb 07, 24:00,40127
6348,15 Feb 07, 24:00,35742
6349,16 Feb 07, 24:00,31553
6350,17 Feb 07, 24:00,28482
6351,18 Feb 07, 24:00,25688
6352,19 Feb 07, 24:00,23717
6353,20 Feb 07, 24:00,21905
6354,21 Feb 07, 24:00,20608
6355,22 Feb 07, 24:00,19488
6356,23 Feb 07, 24:00,19692
6357,24 Feb 07, 24:00,21120
6358,25 Feb 07, 24:00,24617
6359,26 Feb 07, 24:00,28119
6360,27 Feb 07, 24:00,33005
6361,28 Feb 07, 24:00,35774
6362,01 Mar 07, 24:00,35774
6363,02 Mar 07, 24:00,34517
6364,03 Mar 07, 24:00,32755
6365,04 Mar 07, 24:00,29957
6366,05 Mar 07, 24:00,28359
6367,06 Mar 07, 24:00,26902
6368,07 Mar 07, 24:00,24171
6369,08 Mar 07, 24:00,21825
6370,09 Mar 07, 24:00,20439
6371,10 Mar 07, 24:00,19371
6372,11 Mar 07, 24:00,18794
6373,12 Mar 07, 24:00,17605
6374,13 Mar 07, 24:00,16971
6375,14 Mar 07, 24:00,16628
6376,15 Mar 07, 24:00,16573
6377,16 Mar 07, 24:00,16378
6378,17 Mar 07, 24:00,15634
6379,18 Mar 07, 24:00,15421
6380,19 Mar 07, 24:00,14936
6381,20 Mar 07, 24:00,14771
6382,21 Mar 07, 24:00,15053
6383,22 Mar 07, 24:00,14296
6384,23 Mar 07, 24:00,13850
6385,24 Mar 07, 24:00,13527
6386,25 Mar 07, 24:00,13455
6387,26 Mar 07, 24:00,12969
6388,27 Mar 07, 24:00,12979
6389,28 Mar 07, 24:00,13745
6390,29 Mar 07, 24:00,13804
6391,30 Mar 07, 24:00,14856
6392,31 Mar 07, 24:00,15218
6393,01 Apr 07, 24:00,15354
6394,02 Apr 07, 24:00,15606
6395,03 Apr 07, 24:00,15754
6396,04 Apr 07, 24:00,16089
6397,05 Apr 07, 24:00,15664
6398,06 Apr 07, 24:00,15024
6399,07 Apr 07, 24:00,14719
6400,08 Apr 07, 24:00,14932
6401,09 Apr 07, 24:00,15180
6402,10 Apr 07, 24:00,15090
6403,11 Apr 07, 24:00,14389
6404,12 Apr 07, 24:00,14912
6405,13 Apr 07, 24:00,14682
6406,14 Apr 07, 24:00,14724
6407,15 Apr 07, 24:00,15480
6408,16 Apr 07, 24:00,14983
6409,17 Apr 07, 24:00,14280
6410,18 Apr 07, 24:00,14701
6411,19 Apr 07, 24:00,13658
6412,20 Apr 07, 24:00,12901
6413,21 Apr 07, 24:00,12302
6414,22 Apr 07, 24:00,12482
6415,23 Apr 07, 24:00,13089
6416,24 Apr 07, 24:00,13724
6417,25 Apr 07, 24:00,14312
6418,26 Apr 07, 24:00,13534
6419,27 Apr 07, 24:00,12602
6420,28 Apr 07, 24:00,11505
6421,29 Apr 07, 24:00,10344
6422,30 Apr 07, 24:00,10080
6423,01 May 07, 24:00,9603
6424,02 May 07, 24:00,9929
6425,03 May 07, 24:00,10210
6426,04 May 07, 24:00,10756
6427,05 May 07, 24:00,11781
6428,06 May 07, 24:00,12414
6429,07 May 07, 24:00,11677
6430,08 May 07, 24:00,10213
6431,09 May 07, 24:00,9657
6432,10 May 07, 24:00,8644
6433,11 May 07, 24:00,8415
6434,12 May 07, 24:00,8605
6435,13 May 07, 24:00,8932
6436,14 May 07, 24:00,8901
6437,15 May 07, 24:00,8200
6438,16 May 07, 24:00,8650
6439,17 May 07, 24:00,8260
6440,18 May 07, 24:00,8798
6441,19 May 07, 24:00,8915
6442,20 May 07, 24:00,8714
6443,21 May 07, 24:00,9346
6444,22 May 07, 24:00,9641
6445,23 May 07, 24:00,9677
6446,24 May 07, 24:00,9104
6447,25 May 07, 24:00,8534
6448,26 May 07, 24:00,7708
6449,27 May 07, 24:00,7415
6450,28 May 07, 24:00,7420
6451,29 May 07, 24:00,7705
6452,30 May 07, 24:00,8706
6453,31 May 07, 24:00,8796
6454,01 Jun 07, 24:00,8737
6455,02 Jun 07, 24:00,8753
6456,03 Jun 07, 24:00,9363
6457,04 Jun 07, 24:00,9817
6458,05 Jun 07, 24:00,9406
6459,06 Jun 07, 24:00,10391
6460,07 Jun 07, 24:00,10215
6461,08 Jun 07, 24:00,10727
6462,09 Jun 07, 24:00,11483
6463,10 Jun 07, 24:00,11196
6464,11 Jun 07, 24:00,11036
6465,12 Jun 07, 24:00,10607
6466,13 Jun 07, 24:00,9920
6467,14 Jun 07, 24:00,9847
6468,15 Jun 07, 24:00,10030
6469,16 Jun 07, 24:00,10667
6470,17 Jun 07, 24:00,12427
6471,18 Jun 07, 24:00,12881
6472,19 Jun 07, 24:00,12888
6473,20 Jun 07, 24:00,13706
6474,21 Jun 07, 24:00,13995
6475,22 Jun 07, 24:00,13854
6476,23 Jun 07, 24:00,13932
6477,24 Jun 07, 24:00,13955
6478,25 Jun 07, 24:00,14221
6479,26 Jun 07, 24:00,14283
6480,27 Jun 07, 24:00,14840
6481,28 Jun 07, 24:00,15267
6482,29 Jun 07, 24:00,17099
6483,30 Jun 07, 24:00,18625
6484,01 Jul 07, 24:00,19205
6485,02 Jul 07, 24:00,19962
6486,03 Jul 07, 24:00,20004
6487,04 Jul 07, 24:00,19570
6488,05 Jul 07, 24:00,18335
6489,06 Jul 07, 24:00,17706
6490,07 Jul 07, 24:00,17820
6491,08 Jul 07, 24:00,17592
6492,09 Jul 07, 24:00,17316
6493,10 Jul 07, 24:00,17860
6494,11 Jul 07, 24:00,18141
6495,12 Jul 07, 24:00,19335
6496,13 Jul 07, 24:00,19748
6497,14 Jul 07, 24:00,19465
6498,15 Jul 07, 24:00,19799
6499,16 Jul 07, 24:00,19529
6500,17 Jul 07, 24:00,19912
6501,18 Jul 07, 24:00,19708
6502,19 Jul 07, 24:00,19797
6503,20 Jul 07, 24:00,19960
6504,21 Jul 07, 24:00,20376
6505,22 Jul 07, 24:00,20314
6506,23 Jul 07, 24:00,19940
6507,24 Jul 07, 24:00,19300
6508,25 Jul 07, 24:00,18876
6509,26 Jul 07, 24:00,18640
6510,27 Jul 07, 24:00,18495
6511,28 Jul 07, 24:00,18430
6512,29 Jul 07, 24:00,18449
6513,30 Jul 07, 24:00,18058
6514,31 Jul 07, 24:00,17414
6515,01 Aug 07, 24:00,17236
6516,02 Aug 07, 24:00,16961
6517,03 Aug 07, 24:00,17392
6518,04 Aug 07, 24:00,17163
6519,05 Aug 07, 24:00,16623
6520,06 Aug 07, 24:00,17542
6521,07 Aug 07, 24:00,17562
6522,08 Aug 07, 24:00,17347
6523,09 Aug 07, 24:00,17974
6524,10 Aug 07, 24:00,18320
6525,11 Aug 07, 24:00,18092
6526,12 Aug 07, 24:00,18480
6527,13 Aug 07, 24:00,18727
6528,14 Aug 07, 24:00,18504
6529,15 Aug 07, 24:00,18436
6530,16 Aug 07, 24:00,18296
6531,17 Aug 07, 24:00,17740
6532,18 Aug 07, 24:00,16749
6533,19 Aug 07, 24:00,16936
6534,20 Aug 07, 24:00,16858
6535,21 Aug 07, 24:00,16286
6536,22 Aug 07, 24:00,16204
6537,23 Aug 07, 24:00,16229
6538,24 Aug 07, 24:00,16334
6539,25 Aug 07, 24:00,16330
6540,26 Aug 07, 24:00,16281
6541,27 Aug 07, 24:00,16125
6542,28 Aug 07, 24:00,15997
6543,29 Aug 07, 24:00,15952
6544,30 Aug 07, 24:00,16000
6545,31 Aug 07, 24:00,16200
6546,01 Sep 07, 24:00,16500
6547,02 Sep 07, 24:00,16300
6548,03 Sep 07, 24:00,16300
6549,04 Sep 07, 24:00,16000
6550,05 Sep 07, 24:00,16500
6551,06 Sep 07, 24:00,16862
6552,07 Sep 07, 24:00,16964
6553,08 Sep 07, 24:00,17219
6554,09 Sep 07, 24:00,17050
6555,10 Sep 07, 24:00,17122
6556,11 Sep 07, 24:00,16802
6557,12 Sep 07, 24:00,16065
6558,13 Sep 07, 24:00,16775
6559,14 Sep 07, 24:00,16606
6560,15 Sep 07, 24:00,15976
6561,16 Sep 07, 24:00,16316
6562,17 Sep 07, 24:00,15999
6563,18 Sep 07, 24:00,15368
6564,19 Sep 07, 24:00,14887
6565,20 Sep 07, 24:00,15799
6566,21 Sep 07, 24:00,15248
6567,22 Sep 07, 24:00,14944
6568,23 Sep 07, 24:00,14520
6569,24 Sep 07, 24:00,14421
6570,25 Sep 07, 24:00,14310
6571,26 Sep 07, 24:00,13852
6572,27 Sep 07, 24:00,13268
6573,28 Sep 07, 24:00,12031
6574,29 Sep 07, 24:00,12674
6575,30 Sep 07, 24:00,12219
6576,01 Oct 07, 24:00,12176
6577,02 Oct 07, 24:00,12011
6578,03 Oct 07, 24:00,11734
6579,04 Oct 07, 24:00,11823
6580,05 Oct 07, 24:00,12471
6581,06 Oct 07, 24:00,11892
6582,07 Oct 07, 24:00,11576
6583,08 Oct 07, 24:00,11461
6584,09 Oct 07, 24:00,10750
6585,10 Oct 07, 24:00,11540
6586,11 Oct 07, 24:00,11669
6587,12 Oct 07, 24:00,10750
6588,13 Oct 07, 24:00,10632
6589,14 Oct 07, 24:00,10514
6590,15 Oct 07, 24:00,9880
6591,16 Oct 07, 24:00,9865
6592,17 Oct 07, 24:00,10330
6593,18 Oct 07, 24:00,10601
6594,19 Oct 07, 24:00,10096
6595,20 Oct 07, 24:00,10359
6596,21 Oct 07, 24:00,10068
6597,22 Oct 07, 24:00,10372
6598,23 Oct 07, 24:00,10395
6599,24 Oct 07, 24:00,9957
6600,25 Oct 07, 24:00,9624
6601,26 Oct 07, 24:00,9414
6602,27 Oct 07, 24:00,9385
6603,28 Oct 07, 24:00,9553
6604,29 Oct 07, 24:00,8951
6605,30 Oct 07, 24:00,9788
6606,31 Oct 07, 24:00,10084
6607,01 Nov 07, 24:00,9619
6608,02 Nov 07, 24:00,9446
6609,03 Nov 07, 24:00,9208
6610,04 Nov 07, 24:00,9023
6611,05 Nov 07, 24:00,8761
6612,06 Nov 07, 24:00,8735
6613,07 Nov 07, 24:00,8853
6614,08 Nov 07, 24:00,8328
6615,09 Nov 07, 24:00,8857
6616,10 Nov 07, 24:00,9386
6617,11 Nov 07, 24:00,10377
6618,12 Nov 07, 24:00,10521
6619,13 Nov 07, 24:00,10627
6620,14 Nov 07, 24:00,10578
6621,15 Nov 07, 24:00,10688
6622,16 Nov 07, 24:00,11121
6623,17 Nov 07, 24:00,11172
6624,18 Nov 07, 24:00,11050
6625,19 Nov 07, 24:00,11241
6626,20 Nov 07, 24:00,11228
6627,21 Nov 07, 24:00,10739
6628,22 Nov 07, 24:00,10819
6629,23 Nov 07, 24:00,10899
6630,24 Nov 07, 24:00,10440
6631,25 Nov 07, 24:00,10357
6632,26 Nov 07, 24:00,10484
6633,27 Nov 07, 24:00,10611
6634,28 Nov 07, 24:00,10376
6635,29 Nov 07, 24:00,10078
6636,30 Nov 07, 24:00,9866
6637,01 Dec 07, 24:00,9866
6638,02 Dec 07, 24:00,9921
6639,03 Dec 07, 24:00,9948
6640,04 Dec 07, 24:00,9976
6641,05 Dec 07, 24:00,10118
6642,06 Dec 07, 24:00,11223
6643,07 Dec 07, 24:00,14488
6644,08 Dec 07, 24:00,14816
6645,09 Dec 07, 24:00,14450
6646,10 Dec 07, 24:00,13960
6647,11 Dec 07, 24:00,13491
6648,12 Dec 07, 24:00,13021
6649,13 Dec 07, 24:00,12552
6650,14 Dec 07, 24:00,12083
6651,15 Dec 07, 24:00,11614
6652,16 Dec 07, 24:00,11144
6653,17 Dec 07, 24:00,10675
6654,18 Dec 07, 24:00,10660
6655,19 Dec 07, 24:00,11840
6656,20 Dec 07, 24:00,12653
6657,21 Dec 07, 24:00,15095
6658,22 Dec 07, 24:00,15826
6659,23 Dec 07, 24:00,16556
6660,24 Dec 07, 24:00,14916
6661,25 Dec 07, 24:00,13257
6662,26 Dec 07, 24:00,12393
6663,27 Dec 07, 24:00,11676
6664,28 Dec 07, 24:00,11400
6665,29 Dec 07, 24:00,11123
6666,30 Dec 07, 24:00,11157
6667,31 Dec 07, 24:00,10981
6668,01 Jan 08, 24:00,10981
6669,02 Jan 08, 24:00,10663
6670,03 Jan 08, 24:00,10621
6671,04 Jan 08, 24:00,11826
6672,05 Jan 08, 24:00,21587
6673,06 Jan 08, 24:00,31348
6674,07 Jan 08, 24:00,35504
6675,08 Jan 08, 24:00,31780
6676,09 Jan 08, 24:00,28324
6677,10 Jan 08, 24:00,26684
6678,11 Jan 08, 24:00,26852
6679,12 Jan 08, 24:00,25780
6680,13 Jan 08, 24:00,24660
6681,14 Jan 08, 24:00,22688
6682,15 Jan 08, 24:00,20736
6683,16 Jan 08, 24:00,18875
6684,17 Jan 08, 24:00,17390
6685,18 Jan 08, 24:00,15795
6686,19 Jan 08, 24:00,14370
6687,20 Jan 08, 24:00,13062
6688,21 Jan 08, 24:00,14060
6689,22 Jan 08, 24:00,15059
6690,23 Jan 08, 24:00,16057
6691,24 Jan 08, 24:00,17055
6692,25 Jan 08, 24:00,18054
6693,26 Jan 08, 24:00,19052
6694,27 Jan 08, 24:00,26646
6695,28 Jan 08, 24:00,37114
6696,29 Jan 08, 24:00,37777
6697,30 Jan 08, 24:00,38441
6698,31 Jan 08, 24:00,39104
6699,01 Feb 08, 24:00,36759
6700,02 Feb 08, 24:00,36365
6701,03 Feb 08, 24:00,36815
6702,04 Feb 08, 24:00,36920
6703,05 Feb 08, 24:00,38128
6704,06 Feb 08, 24:00,37337
6705,07 Feb 08, 24:00,34006
6706,08 Feb 08, 24:00,30336
6707,09 Feb 08, 24:00,28094
6708,10 Feb 08, 24:00,25833
6709,11 Feb 08, 24:00,23663
6710,12 Feb 08, 24:00,21827
6711,13 Feb 08, 24:00,21186
6712,14 Feb 08, 24:00,20436
6713,15 Feb 08, 24:00,19720
6714,16 Feb 08, 24:00,18610
6715,17 Feb 08, 24:00,17613
6716,18 Feb 08, 24:00,16554
6717,19 Feb 08, 24:00,15827
6718,20 Feb 08, 24:00,16517
